order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-12112,2022-04-02,2022,Q2,4,April,North America,Canada,Furniture,Storage,Consumer,10,251.19,2511.9,1542.79,969.11,38.58
ORD-12917,2022-04-02,2022,Q2,4,April,Europe,Italy,Furniture,Bookcases,Home Office,5,379.61,1898.05,1316.4,581.65,30.64
ORD-16898,2022-04-02,2022,Q2,4,April,Latin America,Chile,Clothing,Pants,Corporate,2,107.54,215.08,86.22,128.86,59.91
ORD-12174,2022-04-03,2022,Q2,4,April,Asia Pacific,China,Office Supplies,Paper & Notebooks,Corporate,2,65.95,131.9,74.28,57.62,43.68
ORD-15459,2022-04-03,2022,Q2,4,April,Europe,Spain,Electronics,Smartphones,Consumer,4,761.76,3047.04,2300.05,746.99,24.52
ORD-13652,2022-04-03,2022,Q2,4,April,Latin America,Colombia,Clothing,Pants,Consumer,4,82.43,329.72,155.03,174.69,52.98
ORD-17597,2022-04-03,2022,Q2,4,April,North America,Canada,Office Supplies,Pens & Pencils,Home Office,7,31.38,219.66,128.18,91.48,41.65
ORD-15527,2022-04-03,2022,Q2,4,April,Latin America,Chile,Furniture,Desks,Home Office,8,343.41,2747.28,1853.37,893.91,32.54
ORD-16020,2022-04-03,2022,Q2,4,April,Europe,Germany,Furniture,Storage,Home Office,7,185.77,1300.39,904.88,395.51,30.41
ORD-19123,2022-04-03,2022,Q2,4,April,Europe,United Kingdom,Electronics,Headphones,Corporate,2,166.98,333.96,245.56,88.4,26.47
ORD-15246,2022-04-03,2022,Q2,4,April,North America,United States,Furniture,Bookcases,Corporate,7,240.94,1686.58,1072.48,614.1,36.41
ORD-11065,2022-04-04,2022,Q2,4,April,Europe,France,Electronics,Smartphones,Corporate,5,1153.64,5768.2,4252.75,1515.45,26.27
ORD-19056,2022-04-04,2022,Q2,4,April,Asia Pacific,India,Furniture,Bookcases,Corporate,6,302.59,1815.54,1098.5,717.04,39.49
ORD-10679,2022-04-04,2022,Q2,4,April,Europe,United Kingdom,Electronics,Smartphones,Consumer,5,906.13,4530.65,3388.59,1142.06,25.21
ORD-13296,2022-04-04,2022,Q2,4,April,Asia Pacific,Japan,Clothing,Jackets,Consumer,9,397.84,3580.56,1598.25,1982.31,55.36
ORD-14138,2022-04-04,2022,Q2,4,April,Europe,United Kingdom,Electronics,Monitors,Consumer,7,556.88,3898.16,3046.84,851.32,21.84
ORD-13338,2022-04-04,2022,Q2,4,April,Asia Pacific,India,Clothing,Pants,Home Office,1,54.01,54.01,26.57,27.44,50.81
ORD-12155,2022-04-04,2022,Q2,4,April,North America,United States,Furniture,Storage,Consumer,3,354.03,1062.09,665.98,396.11,37.3
ORD-15953,2022-04-04,2022,Q2,4,April,Europe,United Kingdom,Office Supplies,Binders & Files,Home Office,3,56.52,169.56,97.79,71.77,42.33
ORD-11100,2022-04-04,2022,Q2,4,April,North America,Canada,Electronics,Tablets,Corporate,6,305.09,1830.54,1381.75,448.79,24.52
ORD-15393,2022-04-04,2022,Q2,4,April,Europe,Italy,Office Supplies,Paper & Notebooks,Corporate,1,55.53,55.53,30.86,24.67,44.43
ORD-10410,2022-04-04,2022,Q2,4,April,Asia Pacific,China,Clothing,Jackets,Corporate,3,218.77,656.31,305.66,350.65,53.43
ORD-14048,2022-04-05,2022,Q2,4,April,Europe,Germany,Furniture,Bookcases,Corporate,4,129.27,517.08,319.46,197.62,38.22
ORD-10426,2022-04-05,2022,Q2,4,April,North America,Canada,Office Supplies,Paper & Notebooks,Home Office,9,59.32,533.88,279.35,254.53,47.68
ORD-14538,2022-04-05,2022,Q2,4,April,Latin America,Argentina,Clothing,Pants,Consumer,1,191.22,191.22,82.49,108.73,56.86
ORD-17289,2022-04-05,2022,Q2,4,April,Latin America,Colombia,Clothing,Accessories,Consumer,9,58.72,528.48,249.37,279.11,52.81
ORD-12753,2022-04-05,2022,Q2,4,April,North America,United States,Furniture,Bookcases,Consumer,4,313.67,1254.68,850.22,404.46,32.24
ORD-18287,2022-04-06,2022,Q2,4,April,Europe,United Kingdom,Office Supplies,Pens & Pencils,Corporate,5,11.38,56.9,33.74,23.16,40.7
ORD-12219,2022-04-06,2022,Q2,4,April,Europe,Italy,Office Supplies,Printer Supplies,Consumer,10,28.85,288.5,149.75,138.75,48.09
ORD-15414,2022-04-06,2022,Q2,4,April,Latin America,Chile,Furniture,Bookcases,Corporate,3,475.24,1425.72,928.48,497.24,34.88
ORD-12154,2022-04-06,2022,Q2,4,April,Asia Pacific,Australia,Clothing,Shirts,Home Office,6,32.95,197.7,92.42,105.28,53.25
ORD-13480,2022-04-06,2022,Q2,4,April,Asia Pacific,Singapore,Office Supplies,Printer Supplies,Home Office,2,87.11,174.22,99.74,74.48,42.75
ORD-16115,2022-04-06,2022,Q2,4,April,Asia Pacific,Singapore,Electronics,Smartphones,Home Office,8,945.76,7566.08,5723.4,1842.68,24.35
ORD-14406,2022-04-06,2022,Q2,4,April,Asia Pacific,Japan,Furniture,Office Chairs,Corporate,7,415.86,2911.02,1791.23,1119.79,38.47
ORD-16985,2022-04-06,2022,Q2,4,April,North America,United States,Electronics,Monitors,Consumer,1,372.88,372.88,305.44,67.44,18.09
ORD-17911,2022-04-06,2022,Q2,4,April,Latin America,Colombia,Office Supplies,Binders & Files,Home Office,3,57.75,173.25,103.84,69.41,40.06
ORD-14063,2022-04-06,2022,Q2,4,April,Asia Pacific,Australia,Electronics,Monitors,Consumer,6,602.73,3616.38,2694.25,922.13,25.5
ORD-18418,2022-04-06,2022,Q2,4,April,Latin America,Argentina,Clothing,Shirts,Consumer,7,105.41,737.87,318.84,419.03,56.79
ORD-11978,2022-04-06,2022,Q2,4,April,Latin America,Chile,Office Supplies,Printer Supplies,Corporate,3,106.66,319.98,165.04,154.94,48.42
ORD-15164,2022-04-06,2022,Q2,4,April,North America,Mexico,Electronics,Headphones,Corporate,6,71.33,427.98,322.38,105.6,24.67
ORD-16156,2022-04-07,2022,Q2,4,April,Latin America,Chile,Office Supplies,Paper & Notebooks,Corporate,5,74.45,372.25,207.09,165.16,44.37
ORD-18853,2022-04-07,2022,Q2,4,April,North America,Canada,Furniture,Storage,Home Office,7,334.5,2341.5,1557.26,784.24,33.49
ORD-17283,2022-04-07,2022,Q2,4,April,Europe,Spain,Office Supplies,Paper & Notebooks,Corporate,5,42.56,212.8,118.66,94.14,44.24
ORD-16317,2022-04-07,2022,Q2,4,April,Europe,France,Furniture,Desks,Home Office,4,601.61,2406.44,1467.27,939.17,39.03
ORD-12299,2022-04-07,2022,Q2,4,April,Asia Pacific,China,Electronics,Tablets,Consumer,5,568.94,2844.7,2284.51,560.19,19.69
ORD-17218,2022-04-07,2022,Q2,4,April,Latin America,Chile,Electronics,Tablets,Corporate,10,699.67,6996.7,5163.17,1833.53,26.21
ORD-19612,2022-04-07,2022,Q2,4,April,Latin America,Argentina,Electronics,Smartphones,Corporate,3,561.68,1685.04,1285.61,399.43,23.7
ORD-14794,2022-04-07,2022,Q2,4,April,Latin America,Argentina,Clothing,Shirts,Home Office,6,57.18,343.08,139.73,203.35,59.27
ORD-19264,2022-04-07,2022,Q2,4,April,Europe,Spain,Electronics,Monitors,Home Office,9,332.32,2990.88,2331.17,659.71,22.06
ORD-10012,2022-04-07,2022,Q2,4,April,North America,United States,Furniture,Storage,Corporate,7,270.85,1895.95,1254.81,641.14,33.82
ORD-19627,2022-04-07,2022,Q2,4,April,Europe,Italy,Electronics,Headphones,Consumer,6,341.85,2051.1,1510.83,540.27,26.34
ORD-15150,2022-04-07,2022,Q2,4,April,Latin America,Colombia,Furniture,Office Chairs,Corporate,5,561.31,2806.55,1706.5,1100.05,39.2
ORD-19092,2022-04-08,2022,Q2,4,April,Asia Pacific,Australia,Electronics,Tablets,Consumer,3,628.1,1884.3,1396.66,487.64,25.88
ORD-18859,2022-04-08,2022,Q2,4,April,North America,Mexico,Clothing,Shirts,Home Office,7,79.38,555.66,241.46,314.2,56.55
ORD-10770,2022-04-08,2022,Q2,4,April,Asia Pacific,Singapore,Clothing,Pants,Home Office,2,139.93,279.86,119.84,160.02,57.18
ORD-16492,2022-04-08,2022,Q2,4,April,Europe,United Kingdom,Furniture,Bookcases,Consumer,9,122.62,1103.58,762.74,340.84,30.88
ORD-13839,2022-04-08,2022,Q2,4,April,Asia Pacific,Australia,Furniture,Desks,Home Office,1,747.97,747.97,493.49,254.48,34.02
ORD-17317,2022-04-08,2022,Q2,4,April,Asia Pacific,India,Electronics,Smartphones,Home Office,3,1131.62,3394.86,2726.39,668.47,19.69
ORD-19566,2022-04-08,2022,Q2,4,April,Europe,Germany,Electronics,Monitors,Consumer,1,567.16,567.16,448.03,119.13,21.0
ORD-19862,2022-04-08,2022,Q2,4,April,North America,Mexico,Electronics,Smartphones,Home Office,10,1186.19,11861.9,8687.27,3174.63,26.76
ORD-12018,2022-04-09,2022,Q2,4,April,Latin America,Colombia,Furniture,Bookcases,Consumer,9,493.36,4440.24,3030.54,1409.7,31.75
ORD-16085,2022-04-09,2022,Q2,4,April,North America,United States,Furniture,Bookcases,Corporate,2,271.52,543.04,358.45,184.59,33.99
ORD-15981,2022-04-09,2022,Q2,4,April,Asia Pacific,India,Furniture,Bookcases,Home Office,3,184.34,553.02,378.03,174.99,31.64
ORD-15666,2022-04-09,2022,Q2,4,April,Europe,Spain,Office Supplies,Printer Supplies,Corporate,1,118.69,118.69,59.56,59.13,49.82
ORD-11453,2022-04-09,2022,Q2,4,April,Europe,United Kingdom,Electronics,Smartphones,Corporate,4,907.7,3630.8,2954.79,676.01,18.62
ORD-11426,2022-04-09,2022,Q2,4,April,North America,Mexico,Office Supplies,Paper & Notebooks,Corporate,1,49.6,49.6,25.0,24.6,49.6
ORD-16781,2022-04-09,2022,Q2,4,April,Europe,Spain,Office Supplies,Printer Supplies,Corporate,3,109.42,328.26,177.68,150.58,45.87
ORD-18560,2022-04-09,2022,Q2,4,April,North America,Mexico,Furniture,Bookcases,Consumer,5,431.47,2157.35,1298.82,858.53,39.8
ORD-14229,2022-04-09,2022,Q2,4,April,Europe,Germany,Electronics,Monitors,Home Office,7,344.18,2409.26,1882.71,526.55,21.86
ORD-11852,2022-04-09,2022,Q2,4,April,North America,Canada,Electronics,Monitors,Home Office,2,588.97,1177.94,943.17,234.77,19.93
ORD-15719,2022-04-09,2022,Q2,4,April,North America,Canada,Office Supplies,Binders & Files,Corporate,3,58.81,176.43,97.62,78.81,44.67
ORD-18531,2022-04-10,2022,Q2,4,April,Europe,Germany,Furniture,Storage,Consumer,9,92.7,834.3,566.29,268.01,32.12
ORD-17288,2022-04-10,2022,Q2,4,April,North America,Canada,Office Supplies,Pens & Pencils,Consumer,3,18.34,55.02,31.87,23.15,42.08
ORD-11633,2022-04-10,2022,Q2,4,April,Asia Pacific,Singapore,Electronics,Monitors,Consumer,8,494.66,3957.28,3168.44,788.84,19.93
ORD-15356,2022-04-10,2022,Q2,4,April,North America,Mexico,Furniture,Office Chairs,Consumer,10,420.46,4204.6,2864.67,1339.93,31.87
ORD-17921,2022-04-10,2022,Q2,4,April,Europe,Italy,Clothing,Accessories,Home Office,7,37.74,264.18,109.37,154.81,58.6
ORD-13231,2022-04-10,2022,Q2,4,April,North America,Canada,Office Supplies,Binders & Files,Home Office,9,38.9,350.1,198.29,151.81,43.36
ORD-12988,2022-04-10,2022,Q2,4,April,Asia Pacific,Japan,Furniture,Desks,Corporate,1,480.82,480.82,331.74,149.08,31.01
ORD-14702,2022-04-10,2022,Q2,4,April,North America,Mexico,Clothing,Accessories,Home Office,10,82.91,829.1,353.5,475.6,57.36
ORD-10950,2022-04-10,2022,Q2,4,April,Latin America,Argentina,Furniture,Bookcases,Corporate,4,463.5,1854.0,1280.86,573.14,30.91
ORD-13676,2022-04-10,2022,Q2,4,April,Asia Pacific,China,Electronics,Tablets,Consumer,2,397.97,795.94,649.41,146.53,18.41
ORD-13879,2022-04-10,2022,Q2,4,April,Latin America,Colombia,Electronics,Headphones,Home Office,5,213.44,1067.2,791.94,275.26,25.79
ORD-17987,2022-04-10,2022,Q2,4,April,North America,United States,Clothing,Accessories,Home Office,6,26.71,160.26,79.81,80.45,50.2
ORD-10413,2022-04-10,2022,Q2,4,April,North America,Mexico,Electronics,Laptops,Corporate,2,882.0,1764.0,1390.6,373.4,21.17
ORD-18724,2022-04-10,2022,Q2,4,April,Asia Pacific,China,Electronics,Monitors,Corporate,1,707.14,707.14,586.24,120.9,17.1
ORD-18922,2022-04-11,2022,Q2,4,April,North America,United States,Electronics,Headphones,Consumer,6,290.32,1741.92,1394.3,347.62,19.96
ORD-14273,2022-04-11,2022,Q2,4,April,Europe,Italy,Office Supplies,Paper & Notebooks,Corporate,8,68.28,546.24,308.01,238.23,43.61
ORD-11863,2022-04-11,2022,Q2,4,April,Europe,Italy,Office Supplies,Paper & Notebooks,Consumer,7,19.86,139.02,79.32,59.7,42.94
ORD-12163,2022-04-11,2022,Q2,4,April,Latin America,Brazil,Furniture,Storage,Consumer,2,274.28,548.56,342.06,206.5,37.64
ORD-10112,2022-04-11,2022,Q2,4,April,Latin America,Colombia,Furniture,Bookcases,Home Office,4,187.6,750.4,478.69,271.71,36.21
ORD-15703,2022-04-11,2022,Q2,4,April,North America,Canada,Furniture,Desks,Home Office,10,434.74,4347.4,2801.01,1546.39,35.57
ORD-15852,2022-04-11,2022,Q2,4,April,Europe,Italy,Furniture,Desks,Corporate,8,1178.96,9431.68,5795.81,3635.87,38.55
ORD-17467,2022-04-11,2022,Q2,4,April,North America,Canada,Clothing,Shirts,Home Office,5,124.66,623.3,308.87,314.43,50.45
ORD-17422,2022-04-12,2022,Q2,4,April,North America,Mexico,Clothing,Jackets,Consumer,4,333.01,1332.04,532.85,799.19,60.0
ORD-10795,2022-04-12,2022,Q2,4,April,Latin America,Chile,Office Supplies,Pens & Pencils,Home Office,6,8.12,48.72,28.4,20.32,41.71
ORD-12420,2022-04-12,2022,Q2,4,April,North America,United States,Office Supplies,Paper & Notebooks,Corporate,4,75.69,302.76,172.64,130.12,42.98
ORD-16694,2022-04-12,2022,Q2,4,April,Asia Pacific,India,Furniture,Office Chairs,Corporate,8,728.31,5826.48,3752.89,2073.59,35.59
ORD-19319,2022-04-12,2022,Q2,4,April,Asia Pacific,Japan,Clothing,Accessories,Consumer,7,24.78,173.46,75.31,98.15,56.58
ORD-19905,2022-04-12,2022,Q2,4,April,North America,Canada,Office Supplies,Printer Supplies,Consumer,10,29.69,296.9,156.79,140.11,47.19
ORD-16304,2022-04-12,2022,Q2,4,April,Europe,Spain,Furniture,Office Chairs,Home Office,2,258.89,517.78,361.27,156.51,30.23
ORD-13300,2022-04-12,2022,Q2,4,April,Latin America,Chile,Office Supplies,Paper & Notebooks,Home Office,6,54.91,329.46,165.49,163.97,49.77
ORD-19772,2022-04-13,2022,Q2,4,April,Asia Pacific,Japan,Furniture,Bookcases,Home Office,9,456.38,4107.42,2846.31,1261.11,30.7
ORD-12079,2022-04-13,2022,Q2,4,April,Latin America,Colombia,Clothing,Jackets,Consumer,6,192.78,1156.68,467.19,689.49,59.61
ORD-19428,2022-04-13,2022,Q2,4,April,Europe,France,Furniture,Desks,Consumer,10,742.77,7427.7,4950.79,2476.91,33.35
ORD-11191,2022-04-13,2022,Q2,4,April,Asia Pacific,Australia,Office Supplies,Binders & Files,Home Office,9,50.34,453.06,241.69,211.37,46.65
ORD-12228,2022-04-13,2022,Q2,4,April,North America,Canada,Electronics,Headphones,Consumer,1,151.97,151.97,114.01,37.96,24.98
ORD-17712,2022-04-13,2022,Q2,4,April,Europe,Spain,Clothing,Shirts,Corporate,8,79.45,635.6,309.23,326.37,51.35
ORD-16902,2022-04-13,2022,Q2,4,April,North America,Canada,Office Supplies,Binders & Files,Home Office,9,36.12,325.08,166.31,158.77,48.84
ORD-12356,2022-04-13,2022,Q2,4,April,Latin America,Brazil,Furniture,Storage,Consumer,3,223.57,670.71,465.73,204.98,30.56
ORD-15608,2022-04-13,2022,Q2,4,April,Latin America,Chile,Clothing,Jackets,Corporate,1,104.61,104.61,46.21,58.4,55.83
ORD-18025,2022-04-13,2022,Q2,4,April,Latin America,Argentina,Clothing,Accessories,Home Office,10,84.56,845.6,402.29,443.31,52.43
ORD-19893,2022-04-14,2022,Q2,4,April,North America,United States,Furniture,Office Chairs,Corporate,2,157.26,314.52,198.43,116.09,36.91
ORD-13835,2022-04-14,2022,Q2,4,April,Europe,France,Electronics,Monitors,Home Office,9,255.61,2300.49,1829.44,471.05,20.48
ORD-12086,2022-04-14,2022,Q2,4,April,North America,Canada,Electronics,Tablets,Corporate,3,428.76,1286.28,951.01,335.27,26.07
ORD-15478,2022-04-14,2022,Q2,4,April,Asia Pacific,Singapore,Electronics,Tablets,Home Office,10,744.69,7446.9,5801.93,1644.97,22.09
ORD-14489,2022-04-14,2022,Q2,4,April,Europe,United Kingdom,Office Supplies,Pens & Pencils,Consumer,10,18.54,185.4,104.35,81.05,43.72
ORD-10830,2022-04-15,2022,Q2,4,April,Asia Pacific,Japan,Electronics,Headphones,Home Office,8,392.82,3142.56,2376.69,765.87,24.37
ORD-13421,2022-04-15,2022,Q2,4,April,North America,Mexico,Electronics,Headphones,Home Office,10,133.02,1330.2,1066.21,263.99,19.85
ORD-15010,2022-04-15,2022,Q2,4,April,North America,United States,Electronics,Headphones,Consumer,6,301.61,1809.66,1446.82,362.84,20.05
ORD-12423,2022-04-15,2022,Q2,4,April,Asia Pacific,Japan,Office Supplies,Printer Supplies,Consumer,6,126.79,760.74,390.46,370.28,48.67
ORD-18438,2022-04-16,2022,Q2,4,April,Asia Pacific,India,Office Supplies,Paper & Notebooks,Corporate,1,69.79,69.79,39.85,29.94,42.9
ORD-15460,2022-04-16,2022,Q2,4,April,Asia Pacific,Singapore,Clothing,Jackets,Corporate,4,246.2,984.8,424.26,560.54,56.92
ORD-17867,2022-04-16,2022,Q2,4,April,Latin America,Argentina,Furniture,Bookcases,Home Office,2,285.31,570.62,376.11,194.51,34.09
ORD-11066,2022-04-16,2022,Q2,4,April,Europe,United Kingdom,Electronics,Laptops,Corporate,10,1902.7,19027.0,13942.57,5084.43,26.72
ORD-16301,2022-04-16,2022,Q2,4,April,North America,Mexico,Furniture,Office Chairs,Home Office,9,620.97,5588.73,3435.0,2153.73,38.54
ORD-11690,2022-04-16,2022,Q2,4,April,Europe,United Kingdom,Electronics,Tablets,Corporate,6,524.42,3146.52,2465.27,681.25,21.65
ORD-15932,2022-04-16,2022,Q2,4,April,Asia Pacific,China,Clothing,Jackets,Corporate,1,249.44,249.44,116.33,133.11,53.36
ORD-12355,2022-04-16,2022,Q2,4,April,North America,United States,Office Supplies,Printer Supplies,Consumer,2,88.36,176.72,93.88,82.84,46.88
ORD-10213,2022-04-16,2022,Q2,4,April,Latin America,Argentina,Clothing,Pants,Home Office,4,171.47,685.88,340.77,345.11,50.32
ORD-19922,2022-04-16,2022,Q2,4,April,Latin America,Chile,Furniture,Office Chairs,Consumer,9,763.76,6873.84,4779.03,2094.81,30.48
ORD-19858,2022-04-16,2022,Q2,4,April,North America,Mexico,Furniture,Office Chairs,Consumer,9,783.56,7052.04,4882.64,2169.4,30.76
ORD-10136,2022-04-16,2022,Q2,4,April,Asia Pacific,Singapore,Office Supplies,Binders & Files,Home Office,9,19.66,176.94,102.4,74.54,42.13
ORD-18450,2022-04-17,2022,Q2,4,April,Asia Pacific,Australia,Furniture,Storage,Consumer,2,99.67,199.34,127.59,71.75,35.99
ORD-17937,2022-04-17,2022,Q2,4,April,Latin America,Colombia,Furniture,Bookcases,Consumer,4,465.25,1861.0,1146.02,714.98,38.42
ORD-12741,2022-04-17,2022,Q2,4,April,Asia Pacific,Singapore,Electronics,Laptops,Consumer,9,969.84,8728.56,6825.36,1903.2,21.8
ORD-12614,2022-04-17,2022,Q2,4,April,Latin America,Argentina,Electronics,Headphones,Corporate,7,188.53,1319.71,985.92,333.79,25.29
ORD-16405,2022-04-17,2022,Q2,4,April,North America,United States,Office Supplies,Pens & Pencils,Corporate,4,13.84,55.36,30.83,24.53,44.31
ORD-12898,2022-04-17,2022,Q2,4,April,Asia Pacific,India,Clothing,Accessories,Home Office,10,22.98,229.8,95.73,134.07,58.34
ORD-11054,2022-04-17,2022,Q2,4,April,Asia Pacific,Australia,Office Supplies,Printer Supplies,Consumer,10,56.42,564.2,332.84,231.36,41.01
ORD-15504,2022-04-17,2022,Q2,4,April,Asia Pacific,China,Clothing,Accessories,Corporate,9,24.92,224.28,100.39,123.89,55.24
ORD-13928,2022-04-17,2022,Q2,4,April,North America,United States,Furniture,Office Chairs,Consumer,6,723.61,4341.66,2668.18,1673.48,38.54
ORD-14755,2022-04-17,2022,Q2,4,April,Asia Pacific,Japan,Clothing,Accessories,Home Office,3,74.92,224.76,98.97,125.79,55.97
ORD-18298,2022-04-17,2022,Q2,4,April,Latin America,Colombia,Office Supplies,Binders & Files,Consumer,9,36.61,329.49,171.69,157.8,47.89
ORD-10891,2022-04-17,2022,Q2,4,April,Asia Pacific,India,Clothing,Jackets,Corporate,9,118.95,1070.55,485.32,585.23,54.67
ORD-11678,2022-04-17,2022,Q2,4,April,Europe,France,Clothing,Accessories,Consumer,4,91.07,364.28,181.51,182.77,50.17
ORD-10064,2022-04-17,2022,Q2,4,April,Asia Pacific,Australia,Electronics,Laptops,Consumer,4,2082.2,8328.8,6746.86,1581.94,18.99
ORD-12874,2022-04-17,2022,Q2,4,April,North America,United States,Furniture,Bookcases,Consumer,2,348.65,697.3,424.79,272.51,39.08
ORD-17779,2022-04-17,2022,Q2,4,April,North America,Mexico,Office Supplies,Paper & Notebooks,Corporate,2,38.16,76.32,45.35,30.97,40.58
ORD-18093,2022-04-17,2022,Q2,4,April,North America,Canada,Clothing,Shirts,Home Office,4,108.3,433.2,204.3,228.9,52.84
ORD-15130,2022-04-17,2022,Q2,4,April,North America,Mexico,Furniture,Office Chairs,Consumer,4,730.2,2920.8,1802.91,1117.89,38.27
ORD-10221,2022-04-18,2022,Q2,4,April,North America,Canada,Office Supplies,Printer Supplies,Home Office,3,33.07,99.21,59.47,39.74,40.06
ORD-13283,2022-04-18,2022,Q2,4,April,Asia Pacific,Australia,Furniture,Bookcases,Consumer,7,478.52,3349.64,2242.4,1107.24,33.06
ORD-12732,2022-04-18,2022,Q2,4,April,North America,Mexico,Clothing,Pants,Consumer,3,118.34,355.02,164.03,190.99,53.8
ORD-17797,2022-04-18,2022,Q2,4,April,Latin America,Argentina,Furniture,Bookcases,Consumer,6,391.19,2347.14,1494.1,853.04,36.34
ORD-12146,2022-04-18,2022,Q2,4,April,Asia Pacific,Singapore,Furniture,Desks,Consumer,3,992.64,2977.92,1804.33,1173.59,39.41
ORD-19727,2022-04-18,2022,Q2,4,April,North America,United States,Furniture,Desks,Home Office,8,202.06,1616.48,1007.05,609.43,37.7
ORD-12916,2022-04-18,2022,Q2,4,April,Europe,Germany,Clothing,Shirts,Home Office,5,117.25,586.25,243.08,343.17,58.54
ORD-16631,2022-04-18,2022,Q2,4,April,Asia Pacific,India,Clothing,Shirts,Home Office,7,71.06,497.42,226.45,270.97,54.48
ORD-18823,2022-04-18,2022,Q2,4,April,North America,Mexico,Furniture,Storage,Home Office,9,149.95,1349.55,901.22,448.33,33.22
ORD-15589,2022-04-18,2022,Q2,4,April,Asia Pacific,Japan,Clothing,Pants,Consumer,2,138.06,276.12,121.05,155.07,56.16
ORD-18388,2022-04-18,2022,Q2,4,April,Latin America,Argentina,Electronics,Laptops,Corporate,7,1414.07,9898.49,7731.09,2167.4,21.9
ORD-19369,2022-04-19,2022,Q2,4,April,Latin America,Colombia,Office Supplies,Paper & Notebooks,Consumer,4,38.51,154.04,78.9,75.14,48.78
ORD-13621,2022-04-19,2022,Q2,4,April,North America,Mexico,Office Supplies,Pens & Pencils,Consumer,5,27.92,139.6,70.7,68.9,49.36
ORD-19453,2022-04-19,2022,Q2,4,April,Europe,Spain,Clothing,Accessories,Consumer,8,50.53,404.24,183.65,220.59,54.57
ORD-16157,2022-04-19,2022,Q2,4,April,North America,Canada,Electronics,Tablets,Consumer,10,640.0,6400.0,5046.54,1353.46,21.15
ORD-12745,2022-04-19,2022,Q2,4,April,Latin America,Brazil,Furniture,Storage,Home Office,4,343.03,1372.12,926.95,445.17,32.44
ORD-10757,2022-04-19,2022,Q2,4,April,North America,Canada,Electronics,Smartphones,Home Office,6,706.11,4236.66,3451.72,784.94,18.53
ORD-13459,2022-04-19,2022,Q2,4,April,Latin America,Brazil,Furniture,Storage,Consumer,3,385.12,1155.36,745.7,409.66,35.46
ORD-19904,2022-04-19,2022,Q2,4,April,Latin America,Argentina,Furniture,Office Chairs,Consumer,7,332.47,2327.29,1513.45,813.84,34.97
ORD-19398,2022-04-19,2022,Q2,4,April,Europe,Italy,Furniture,Bookcases,Consumer,4,453.67,1814.68,1201.0,613.68,33.82
ORD-17099,2022-04-19,2022,Q2,4,April,Latin America,Chile,Furniture,Office Chairs,Home Office,7,164.93,1154.51,737.68,416.83,36.1
ORD-13903,2022-04-19,2022,Q2,4,April,North America,Canada,Office Supplies,Pens & Pencils,Corporate,5,18.45,92.25,47.67,44.58,48.33
ORD-14637,2022-04-20,2022,Q2,4,April,Asia Pacific,India,Electronics,Smartphones,Consumer,2,603.33,1206.66,923.15,283.51,23.5
ORD-12114,2022-04-20,2022,Q2,4,April,North America,Mexico,Furniture,Desks,Consumer,8,922.38,7379.04,5045.41,2333.63,31.63
ORD-12602,2022-04-20,2022,Q2,4,April,Latin America,Chile,Electronics,Monitors,Consumer,10,631.9,6319.0,4891.92,1427.08,22.58
ORD-14652,2022-04-20,2022,Q2,4,April,North America,Mexico,Furniture,Office Chairs,Corporate,6,328.29,1969.74,1253.94,715.8,36.34
ORD-15729,2022-04-20,2022,Q2,4,April,Europe,Spain,Office Supplies,Pens & Pencils,Consumer,5,17.42,87.1,50.88,36.22,41.58
ORD-14145,2022-04-20,2022,Q2,4,April,North America,Mexico,Furniture,Office Chairs,Consumer,9,709.68,6387.12,3875.01,2512.11,39.33
ORD-10403,2022-04-20,2022,Q2,4,April,North America,Canada,Furniture,Office Chairs,Corporate,7,713.87,4997.09,3233.2,1763.89,35.3
ORD-19305,2022-04-20,2022,Q2,4,April,Asia Pacific,Japan,Furniture,Desks,Home Office,7,530.24,3711.68,2282.99,1428.69,38.49
ORD-18059,2022-04-20,2022,Q2,4,April,North America,Canada,Furniture,Bookcases,Corporate,3,400.99,1202.97,738.02,464.95,38.65
ORD-13888,2022-04-20,2022,Q2,4,April,Europe,Italy,Office Supplies,Printer Supplies,Consumer,9,52.97,476.73,280.13,196.6,41.24
ORD-12410,2022-04-20,2022,Q2,4,April,Asia Pacific,India,Clothing,Pants,Home Office,3,191.6,574.8,282.41,292.39,50.87
ORD-18165,2022-04-20,2022,Q2,4,April,Asia Pacific,India,Furniture,Storage,Consumer,3,293.61,880.83,551.06,329.77,37.44
ORD-13470,2022-04-20,2022,Q2,4,April,Asia Pacific,Japan,Electronics,Laptops,Consumer,10,2374.83,23748.3,17514.01,6234.29,26.25
ORD-13764,2022-04-20,2022,Q2,4,April,North America,United States,Furniture,Storage,Consumer,8,219.59,1756.72,1088.43,668.29,38.04
ORD-17097,2022-04-20,2022,Q2,4,April,Latin America,Chile,Electronics,Smartphones,Corporate,1,615.91,615.91,506.07,109.84,17.83
ORD-19385,2022-04-20,2022,Q2,4,April,Europe,Germany,Office Supplies,Pens & Pencils,Home Office,3,8.49,25.47,15.06,10.41,40.87
ORD-16940,2022-04-20,2022,Q2,4,April,Latin America,Argentina,Electronics,Smartphones,Home Office,3,870.5,2611.5,2019.25,592.25,22.68
